世代,個体No,実値,適応度, 係数0, 係数1
1924,36,1.192,11.919,-0.69,-0.57
1925,90,1.482,14.819,-0.47,0.55
1926,13,1.906,19.063,-0.25,-0.17
1927,59,-0.709,-7.093,-1.37,0.91
1928,29,1.148,11.479,0.91,0.13
1929,93,1.893,18.933,-0.30,0.12
1930,92,1.296,12.955,-0.30,0.78
1931,8,0.152,1.521,-0.39,1.30
1932,84,1.205,12.048,-0.36,0.82
1933,9,1.417,14.175,-0.67,0.37
1934,37,-1.841,-18.406,-0.36,-1.93
1935,71,1.799,17.992,-0.25,-0.37
1936,48,0.235,2.347,1.24,-0.47
1937,62,0.663,6.629,-0.63,0.97
1938,19,1.526,15.263,0.68,0.13
1939,66,1.331,13.313,0.58,0.58
1940,28,1.692,16.925,0.14,-0.54
1941,2,1.305,13.049,-0.33,0.77
1942,57,1.332,13.318,0.81,-0.07
1943,39,1.435,14.347,-0.12,0.74
1944,81,1.928,19.285,0.17,-0.21
1945,38,1.438,14.384,-0.60,0.44
1946,85,1.252,12.524,-0.35,0.79
1947,24,1.856,18.560,-0.31,0.22
1948,72,1.422,14.224,-0.72,-0.25
1949,32,0.593,5.927,-1.18,0.15
1950,10,1.305,13.055,-0.67,-0.50
1951,55,0.995,9.947,0.89,-0.45
1952,42,1.799,17.988,0.44,-0.11
1953,48,1.212,12.115,-0.57,-0.68
1954,49,1.640,16.396,0.33,-0.50
1955,77,1.496,14.960,-0.05,0.71
1956,90,1.570,15.704,0.65,-0.12
1957,95,1.850,18.503,-0.38,-0.08
1958,54,1.553,15.530,-0.66,-0.13
1959,15,-0.360,-3.600,-0.33,1.50
1960,55,1.739,17.395,-0.33,0.39
1961,87,0.102,1.016,-0.66,-1.21
1962,5,1.781,17.808,0.01,0.47
1963,65,1.716,17.164,-0.41,0.34
1964,90,1.865,18.647,0.06,0.36
1965,6,0.469,4.688,-0.25,-1.21
1966,61,1.917,19.165,-0.29,-0.04
1967,19,1.278,12.776,-0.64,-0.56
1968,58,1.812,18.121,0.03,-0.43
1969,3,-0.201,-2.009,1.46,-0.26
1970,20,0.522,5.219,0.73,0.97
1971,85,1.973,19.734,0.03,0.16
1972,56,0.771,7.712,-0.51,0.99
1973,1,1.475,14.746,-0.01,-0.72
1974,42,1.092,10.920,-0.78,-0.55
1975,17,1.516,15.163,-0.44,0.54
1976,71,1.245,12.454,-0.53,0.69
1977,84,-1.560,-15.600,0.92,1.65
1978,10,-1.257,-12.575,1.34,1.21
1979,75,0.502,5.020,0.11,-1.22
1980,44,1.264,12.636,0.86,0.02
1981,47,1.667,16.668,0.56,0.16
1982,70,1.832,18.324,0.41,-0.04
1983,7,1.207,12.067,-0.64,-0.62
1984,41,1.869,18.694,-0.00,-0.36
1985,98,1.129,11.287,-0.84,0.40
1986,85,1.589,15.893,0.64,0.01
1987,89,1.606,16.060,0.56,-0.29
1988,68,1.463,14.634,0.68,0.27
1989,99,1.898,18.976,-0.22,0.23
1990,71,1.101,11.014,0.91,-0.28
1991,24,-0.158,-1.584,1.34,0.61
1992,4,1.030,10.304,-0.53,0.83
1993,38,1.939,19.394,-0.24,0.04
1994,2,-1.220,-12.196,-1.63,-0.75
1995,19,1.962,19.621,0.19,0.00
1996,78,1.232,12.316,-0.46,-0.74
1997,77,1.503,15.027,0.57,-0.42
1998,78,0.718,7.182,0.58,0.97
1999,13,1.443,14.426,-0.16,0.73
2000,39,1.543,15.426,0.15,-0.66
2001,34,1.795,17.953,0.10,0.44
2002,7,-0.391,-3.907,-1.37,0.73
2003,62,1.797,17.974,-0.43,-0.12
2004,9,1.517,15.170,0.53,-0.45
2005,83,1.941,19.409,-0.22,0.11
2006,88,1.174,11.738,0.26,-0.87
2007,44,1.253,12.533,-0.27,0.82
2008,31,1.865,18.652,0.36,0.06
2009,86,1.112,11.123,-0.33,-0.88
2010,5,0.868,8.680,-1.06,-0.02
2011,61,1.539,15.390,0.49,0.47
2012,3,1.533,15.328,0.66,0.16
2013,66,1.934,19.338,0.22,0.13
2014,8,1.775,17.747,-0.45,-0.15
2015,29,0.957,9.574,0.61,-0.82
2016,24,1.079,10.786,-0.86,-0.43
2017,33,1.193,11.927,-0.80,-0.40
2018,42,1.909,19.088,-0.22,0.21
2019,61,1.604,16.035,-0.63,0.05
2020,4,1.505,15.048,-0.30,0.63
2021,1,1.554,15.536,-0.64,-0.19
2022,2,1.786,17.861,0.45,0.11
2023,77,1.767,17.669,-0.09,-0.47
2024,16,1.773,17.725,-0.46,-0.11
2025,2,1.743,17.429,-0.34,-0.38
2026,97,0.536,5.356,-0.93,-0.77
2027,88,1.140,11.403,0.76,0.54
2028,30,0.373,3.729,0.92,0.89
2029,30,1.133,11.334,-0.55,0.75
2030,79,0.449,4.491,-0.81,-0.94
2031,82,0.886,8.862,0.54,0.90
2032,1,1.529,15.288,0.68,-0.08
2033,63,0.839,8.391,0.70,-0.82
2034,51,0.972,9.715,0.66,-0.77
2035,76,0.566,5.664,0.10,1.19
2036,36,1.445,14.447,0.49,0.56
2037,23,1.014,10.136,-0.40,0.91
2038,71,1.111,11.110,0.71,-0.62
2039,17,0.800,7.998,-0.32,1.05
2040,36,1.445,14.453,0.16,0.73
2041,43,1.616,16.160,-0.57,-0.25
2042,63,1.914,19.136,-0.03,-0.29
2043,37,1.454,14.540,-0.53,0.51
2044,27,1.285,12.852,-0.65,-0.54
2045,41,0.578,5.776,1.19,0.03
2046,87,1.670,16.702,-0.13,0.56
2047,80,1.808,18.078,0.25,-0.36
2048,24,1.914,19.136,-0.23,0.18
2049,45,0.702,7.022,0.95,0.63
2050,18,0.748,7.478,-0.91,-0.65
2051,29,1.299,12.991,-0.31,0.78
2052,99,1.264,12.645,0.86,0.00
2053,52,1.222,12.219,-0.04,-0.88
2054,54,1.487,14.870,0.69,0.21
2055,76,0.782,7.815,0.91,0.63
2056,27,1.992,19.925,0.04,0.08
2057,4,1.989,19.890,-0.04,0.10
2058,52,1.567,15.669,0.22,0.62
2059,13,0.804,8.037,0.88,-0.65
2060,8,1.632,16.324,-0.04,-0.61
2061,74,1.904,19.043,0.20,0.23
2062,22,1.818,18.177,-0.28,-0.33
2063,89,1.838,18.383,0.31,0.26
2064,70,1.414,14.143,-0.16,-0.75
2065,9,1.334,13.340,-0.60,0.56
2066,25,0.293,2.930,0.61,1.16
2067,83,1.520,15.196,0.56,-0.41
2068,3,1.887,18.873,-0.26,0.22
2069,40,1.331,13.306,-0.81,-0.12
2070,28,0.112,1.120,1.25,0.58
2071,16,1.706,17.057,0.05,0.54
2072,99,1.391,13.905,-0.13,-0.77
2073,76,1.400,13.996,0.61,-0.48
2074,88,1.282,12.824,-0.82,-0.22
2075,86,1.831,18.308,0.05,-0.41
2076,45,1.233,12.331,-0.48,-0.73
2077,49,1.523,15.225,0.14,0.68
2078,62,0.845,8.446,-0.57,0.91
2079,5,1.318,13.178,0.02,0.83
2080,13,1.145,11.453,0.51,0.77
2081,61,1.429,14.288,-0.70,0.27
2082,52,1.689,16.889,0.47,-0.29
2083,75,1.337,13.369,-0.61,0.54
2084,91,1.842,18.420,0.15,-0.37
2085,35,1.791,17.910,0.14,-0.44
2086,87,1.921,19.206,0.25,0.13
2087,26,1.370,13.696,0.79,0.01
2088,66,1.958,19.584,0.13,0.16
2089,48,1.899,18.994,-0.24,-0.20
2090,46,1.732,17.319,0.18,0.49
2091,8,1.897,18.973,-0.32,-0.01
2092,83,1.185,11.846,-0.31,0.85
2093,68,1.747,17.467,-0.25,0.44
2094,48,1.110,11.096,0.69,0.64
2095,82,0.525,5.245,-0.25,1.19
2096,97,1.238,12.385,0.71,0.50
2097,4,1.794,17.940,-0.41,-0.19
2098,15,1.682,16.824,0.43,-0.37
2099,10,0.328,3.279,1.26,0.28
2100,82,0.592,5.915,-0.19,-1.17
2101,58,1.912,19.124,0.03,0.29
2102,86,1.425,14.255,0.72,0.22
2103,97,1.024,10.240,0.03,0.99
2104,38,1.729,17.287,-0.52,0.02
2105,12,1.507,15.069,-0.55,0.44
2106,36,0.906,9.056,-0.56,-0.88
2107,88,1.959,19.592,0.17,0.11
2108,88,0.720,7.196,-1.13,-0.09
2109,27,1.840,18.397,0.01,-0.40
2110,31,0.929,9.295,-0.99,-0.31
2111,32,1.352,13.516,0.81,-0.01
2112,40,1.783,17.834,0.39,-0.25
2113,63,1.913,19.126,0.00,0.30
2114,48,1.893,18.930,-0.33,0.00
2115,99,1.617,16.169,0.03,-0.62
2116,79,1.755,17.554,-0.49,0.07
2117,70,1.795,17.947,-0.39,-0.23
2118,84,1.390,13.901,-0.25,-0.74
2119,44,1.141,11.407,0.51,0.77
2120,19,1.815,18.150,0.08,0.42
2121,97,1.554,15.540,0.22,0.63
2122,36,1.840,18.397,0.33,0.23
2123,77,1.371,13.706,-0.44,0.66
2124,86,-0.452,-4.524,1.54,-0.27
2125,43,0.815,8.151,-0.90,-0.61
2126,67,0.087,0.871,-1.36,-0.26
2127,16,-0.749,-7.488,-0.50,-1.58
2128,87,1.886,18.857,-0.25,0.23
2129,40,1.792,17.918,-0.45,0.05
2130,2,1.213,12.127,0.76,0.46
2131,78,1.790,17.898,0.16,-0.43
2132,50,1.331,13.307,0.73,-0.37
2133,88,-0.331,-3.315,-1.52,0.18
2134,60,1.719,17.194,-0.35,-0.39
2135,61,1.173,11.728,0.82,-0.40
2136,75,1.856,18.557,-0.37,-0.09
2137,71,1.800,18.002,-0.26,-0.36
2138,3,1.504,15.039,0.45,-0.54
2139,43,1.956,19.556,-0.19,-0.09
2140,89,0.892,8.923,1.05,-0.01
2141,32,1.204,12.043,-0.05,-0.89
2142,22,1.946,19.457,-0.03,-0.23
2143,36,1.810,18.103,-0.42,-0.12
2144,27,1.166,11.663,0.26,-0.87
2145,81,1.785,17.852,0.43,0.18
2146,61,1.771,17.710,0.10,0.47
2147,47,1.929,19.286,-0.24,0.11
2148,37,1.908,19.080,0.25,0.17
2149,85,0.948,9.478,1.02,-0.05
2150,44,1.461,14.609,0.61,0.41
2151,12,1.967,19.669,-0.13,0.12
2152,14,-0.210,-2.103,-1.29,-0.73
2153,53,0.752,7.520,0.50,1.00
2154,83,1.242,12.417,-0.83,-0.26
2155,62,1.370,13.699,-0.28,0.74
2156,19,1.982,19.825,-0.00,-0.13
2157,9,0.268,2.677,-0.53,-1.21
2158,48,1.943,19.430,0.21,0.11
2159,16,1.997,19.971,-0.02,-0.05
2160,51,1.557,15.570,-0.07,0.66
2161,61,-1.040,-10.396,-0.13,-1.74
2162,19,0.943,9.426,-0.69,-0.76
2163,74,1.495,14.948,0.21,-0.68
2164,59,1.736,17.361,-0.49,0.15
2165,10,0.431,4.315,-0.89,0.88
2166,77,1.681,16.809,-0.13,0.55
2167,53,0.934,9.337,-0.97,-0.37
2168,54,1.069,10.694,-0.02,-0.96
2169,8,1.979,19.791,-0.02,-0.14
2170,58,-0.020,-0.195,1.34,-0.48
2171,44,-0.050,-0.504,0.25,1.41
2172,67,0.314,3.136,1.29,-0.18
2173,80,1.554,15.539,-0.59,0.31
2174,45,1.072,10.721,0.73,-0.63
2175,95,1.945,19.446,-0.06,0.23
2176,19,1.936,19.364,-0.25,0.03
2177,8,1.460,14.596,-0.70,0.21
2178,4,0.506,5.059,-0.95,0.77
2179,90,1.901,19.015,0.19,0.25
2180,56,1.837,18.366,-0.39,-0.10
2181,36,1.905,19.053,0.04,-0.31
2182,37,-0.603,-6.031,0.28,-1.59
2183,12,1.010,10.095,-0.78,0.62
2184,99,-0.955,-9.552,-1.67,0.42
2185,70,1.637,16.367,0.23,-0.56
2186,32,1.652,16.519,-0.53,0.26
2187,88,1.540,15.403,-0.65,0.21
2188,82,1.876,18.758,-0.06,0.35
2189,65,1.542,15.417,0.60,0.31
2190,29,1.208,12.079,-0.66,-0.60
2191,93,1.405,14.055,-0.04,-0.77
2192,73,1.271,12.715,-0.85,0.02
2193,21,1.894,18.938,-0.14,-0.30
2194,76,0.305,3.047,-1.00,-0.83
2195,21,1.764,17.637,0.43,-0.23
2196,8,0.536,5.358,1.18,-0.25
2197,1,-2.240,-22.397,-1.83,0.94
2198,82,1.842,18.424,0.33,-0.22
2199,84,1.622,16.219,0.57,0.22
2200,71,1.404,14.035,-0.66,0.40
2201,35,1.936,19.357,0.03,0.25
2202,92,1.569,15.690,0.47,0.46
2203,85,1.170,11.702,-0.45,0.79
2204,85,0.129,1.293,0.57,-1.24
2205,4,1.747,17.473,0.31,-0.40
2206,80,1.435,14.349,-0.60,0.46
2207,40,0.553,5.534,0.73,0.96
2208,61,1.240,12.397,-0.69,-0.53
2209,55,1.578,15.779,0.62,-0.20
2210,21,0.477,4.770,1.16,-0.42
2211,52,1.465,14.647,-0.73,-0.00
2212,20,1.483,14.833,0.69,-0.19
2213,25,1.426,14.258,-0.75,-0.10
2214,22,-0.483,-4.832,0.82,-1.34
2215,34,1.723,17.225,0.20,0.49
2216,85,-0.356,-3.556,-1.53,-0.01
2217,59,0.492,4.920,0.61,-1.07
2218,72,1.200,11.998,-0.35,0.82
2219,33,1.198,11.980,-0.80,-0.40
2220,78,1.175,11.746,-0.53,-0.74
2221,38,0.542,5.418,-0.04,-1.21
2222,32,0.384,3.837,-1.26,0.20
2223,59,1.719,17.193,0.52,0.12
2224,62,1.735,17.355,-0.29,-0.43
2225,79,1.751,17.514,0.28,0.42
2226,93,1.137,11.367,-0.34,-0.86
2227,15,0.959,9.586,-0.44,-0.92
2228,65,1.576,15.761,-0.06,-0.65
2229,80,1.740,17.398,0.35,-0.37
2230,37,0.898,8.977,0.97,0.41
2231,57,0.467,4.671,-0.08,-1.24
2232,23,0.867,8.671,0.48,0.95
2233,58,1.750,17.504,0.47,0.18
2234,19,1.484,14.837,-0.40,-0.60
2235,10,1.863,18.626,-0.31,0.20
2236,36,1.293,12.930,0.71,-0.44
2237,73,1.933,19.331,-0.00,-0.26
2238,98,-0.236,-2.365,-0.18,-1.48
2239,39,0.288,2.881,1.23,-0.44
2240,55,1.426,14.255,-0.05,-0.76
2241,39,1.924,19.237,-0.18,-0.21
2242,66,0.979,9.793,0.78,-0.64
2243,19,1.379,13.794,0.78,-0.12
2244,13,0.312,3.120,-1.16,-0.59
2245,50,1.175,11.755,-0.88,0.22
2246,40,1.711,17.111,-0.08,-0.53
2247,46,1.399,13.992,0.72,-0.28
2248,61,1.818,18.179,-0.08,-0.42
2249,93,1.865,18.652,-0.18,0.32
2250,89,1.578,15.782,0.33,0.56
2251,91,1.802,18.021,-0.43,-0.09
2252,30,1.249,12.490,-0.78,0.37
2253,26,1.021,10.205,-0.79,0.59
2254,11,0.990,9.903,0.97,0.27
2255,25,1.811,18.107,0.43,-0.05
2256,86,-0.370,-3.698,-0.93,1.22
2257,29,1.232,12.320,0.34,0.81
2258,34,-0.868,-8.684,-1.37,-1.00
2259,16,1.674,16.743,-0.36,0.44
2260,69,0.942,9.421,0.80,0.65
2261,16,1.719,17.190,0.51,0.16
2262,94,0.825,8.255,-0.70,0.82
2263,76,1.999,19.990,-0.03,-0.01
2264,4,1.641,16.409,0.18,-0.57
2265,8,1.259,12.588,0.66,0.56
2266,11,0.163,1.626,-0.20,-1.34
2267,48,-0.168,-1.675,-1.35,0.59
2268,30,1.493,14.929,-0.23,0.67
2269,33,0.823,8.225,0.95,-0.52
2270,7,1.187,11.875,0.74,-0.52
2271,80,1.055,10.545,-0.27,0.93
2272,46,0.741,7.411,0.58,-0.96
2273,59,1.463,14.626,-0.30,0.67
2274,33,1.992,19.921,0.04,-0.08
2275,64,0.763,7.634,-1.11,0.04
2276,7,1.065,10.653,0.86,-0.44
2277,47,1.911,19.114,-0.01,0.30
2278,76,0.104,1.038,-1.06,-0.87
2279,97,0.504,5.041,0.67,1.02
2280,38,1.447,14.466,-0.41,0.62
2281,75,1.795,17.952,0.08,-0.45
2282,33,1.412,14.117,0.65,-0.41
2283,91,1.452,14.519,-0.18,-0.72
2284,80,1.487,14.868,-0.71,0.12
2285,25,1.620,16.200,-0.59,-0.17
2286,38,0.673,6.729,1.14,-0.14
2287,18,1.134,11.342,-0.04,0.93
2288,8,1.282,12.823,0.62,-0.57
2289,18,1.989,19.893,0.07,0.08
2290,97,0.280,2.795,-0.85,-0.99
2291,43,1.283,12.827,0.59,0.61
2292,26,1.626,16.259,-0.46,-0.40
2293,7,0.814,8.135,-0.93,-0.56
2294,67,1.975,19.751,0.09,-0.13
2295,50,1.807,18.067,0.25,0.36
2296,60,1.688,16.885,0.56,-0.04
2297,91,1.793,17.928,-0.37,-0.27
2298,3,1.878,18.784,-0.06,0.34
2299,48,1.863,18.632,-0.14,0.34
2300,73,1.761,17.615,-0.49,-0.02
2301,18,1.638,16.382,0.47,-0.37
2302,90,1.777,17.770,0.06,0.47
2303,58,0.050,0.497,0.45,-1.32
2304,6,1.539,15.389,0.01,0.68
2305,55,0.415,4.154,0.80,0.98
2306,44,1.841,18.405,0.40,-0.04
2307,63,1.643,16.430,-0.58,-0.14
2308,55,1.710,17.104,-0.36,-0.40
2309,82,0.944,9.440,0.61,0.82
2310,79,1.598,15.980,0.63,0.03
2311,63,0.064,0.644,-1.39,-0.01
2312,34,1.899,18.989,0.08,-0.31
2313,10,1.688,16.884,0.56,-0.00
2314,99,1.557,15.566,0.63,0.23
2315,65,1.366,13.665,-0.22,0.77
2316,77,1.486,14.860,0.13,-0.71
2317,51,1.132,11.324,0.29,-0.88
2318,12,1.711,17.106,-0.44,-0.32
2319,70,0.468,4.685,-0.02,1.24
2320,9,1.592,15.923,-0.44,0.46
2321,7,0.099,0.990,0.36,1.33
2322,63,1.524,15.236,0.30,-0.62
2323,59,0.894,8.935,1.05,0.04
2324,91,0.944,9.439,-0.60,-0.84
2325,75,1.903,19.032,0.30,0.08
2326,52,1.878,18.781,-0.33,-0.10
2327,20,1.695,16.954,-0.07,-0.55
2328,25,1.995,19.954,-0.06,-0.02
2329,79,0.025,0.246,-1.17,-0.78
2330,45,0.497,4.970,-1.13,0.47
2331,53,1.522,15.216,0.07,0.69
2332,33,-0.862,-8.623,-0.97,1.39
2333,84,1.490,14.902,0.66,0.27
2334,90,1.952,19.520,-0.01,0.22
2335,99,1.632,16.318,0.37,-0.48
2336,76,1.140,11.395,0.88,-0.29
2337,33,-0.821,-8.209,-1.55,-0.64
2338,17,1.893,18.927,0.20,-0.26
2339,20,1.631,16.314,-0.53,0.30
2340,86,0.712,7.119,-0.41,-1.06
2341,23,1.549,15.488,0.16,0.65
2342,38,1.652,16.517,-0.07,-0.59
2343,69,1.875,18.750,-0.22,-0.28
2344,33,1.161,11.611,-0.44,0.80
2345,18,0.842,8.425,-0.10,-1.07
2346,48,0.248,2.483,0.99,-0.88
2347,70,1.656,16.557,0.42,-0.41
2348,37,1.563,15.630,0.44,0.50
2349,14,0.754,7.535,-0.30,-1.07
2350,66,1.496,14.957,-0.70,0.11
2351,60,1.817,18.171,0.40,-0.16
2352,3,1.036,10.360,0.93,0.30
2353,82,1.958,19.585,0.15,0.13
2354,35,0.636,6.362,0.77,-0.88
2355,9,1.334,13.343,-0.18,-0.80
2356,24,1.417,14.167,-0.58,0.49
2357,94,1.830,18.304,-0.41,-0.03
2358,33,1.690,16.901,-0.36,-0.42
2359,66,1.853,18.531,-0.38,0.06
2360,48,1.904,19.038,0.08,0.30
2361,27,1.018,10.180,0.18,0.98
2362,13,0.906,9.062,-0.83,-0.63
2363,79,1.143,11.428,-0.92,0.08
2364,85,1.976,19.756,0.14,-0.07
2365,46,1.492,14.921,-0.67,0.25
2366,72,1.095,10.949,0.42,0.85
2367,63,1.368,13.683,-0.21,-0.77
2368,26,0.261,2.605,0.90,0.97
2369,28,1.827,18.267,-0.18,0.38
2370,39,1.821,18.207,-0.02,0.42
2371,87,0.572,5.722,1.16,-0.29
2372,5,-0.177,-1.767,-0.47,-1.40
2373,60,0.812,8.118,1.03,0.36
2374,85,1.757,17.569,-0.47,-0.16
2375,50,0.170,1.701,-1.34,-0.17
2376,31,1.945,19.451,-0.21,-0.11
2377,65,0.672,6.716,0.12,-1.15
2378,92,1.824,18.239,0.22,-0.36
2379,49,1.106,11.063,-0.90,0.28
2380,32,1.739,17.386,-0.51,-0.03
2381,11,1.068,10.684,0.50,-0.82
2382,10,0.837,8.370,-1.08,-0.04
2383,14,1.656,16.562,0.24,0.54
2384,90,1.878,18.783,0.33,-0.12
2385,27,1.866,18.659,-0.36,0.08
2386,14,1.576,15.761,-0.45,-0.48
2387,18,1.790,17.896,-0.38,0.25
2388,45,0.567,5.669,1.19,-0.14
2389,68,1.443,14.426,0.38,-0.64
2390,63,0.477,4.768,-1.17,-0.38
2391,35,1.568,15.677,-0.65,-0.07
2392,39,-0.984,-9.837,1.73,-0.03
2393,28,0.772,7.724,-1.09,-0.22
2394,82,1.922,19.224,0.23,-0.15
2395,4,1.996,19.955,-0.04,-0.05
2396,23,1.792,17.917,0.01,-0.46
2397,78,0.929,9.294,-0.79,-0.67
2398,68,1.042,10.415,-0.98,-0.06
2399,94,1.622,16.221,0.49,0.38
2400,64,1.246,12.459,0.86,0.13
2401,73,-1.523,-15.227,0.73,-1.73
2402,90,1.587,15.865,-0.32,-0.56
2403,38,1.933,19.329,0.18,0.18
2404,81,1.987,19.867,0.10,-0.06
2405,64,1.557,15.573,-0.24,-0.62
2406,61,1.136,11.360,0.58,0.72
2407,5,1.762,17.622,0.34,-0.35
2408,3,1.249,12.489,-0.53,0.69
2409,91,1.941,19.408,0.17,0.18
2410,20,1.496,14.958,0.59,0.40
2411,42,1.713,17.129,-0.03,0.53
2412,74,1.201,12.006,0.75,-0.49
2413,61,1.806,18.061,0.44,-0.02
2414,52,1.630,16.296,0.15,0.59
2415,88,0.978,9.784,-0.93,0.39
2416,47,1.784,17.844,0.27,0.38
2417,58,1.570,15.696,-0.30,-0.59
2418,18,1.018,10.181,-0.93,-0.35
2419,51,1.581,15.814,0.65,-0.02
2420,75,1.899,18.990,0.10,-0.30
2421,13,1.227,12.273,0.61,-0.63
2422,88,-0.706,-7.059,-1.51,-0.65
2423,58,1.689,16.892,-0.49,-0.27
2424,70,1.278,12.783,0.54,0.66
2425,19,1.088,10.876,0.72,0.63
2426,45,1.204,12.039,0.65,0.61
2427,78,1.461,14.611,0.73,0.03
2428,19,1.518,15.176,0.69,-0.05
2429,89,1.972,19.720,0.16,0.05
2430,5,0.822,8.225,0.97,-0.49
2431,41,1.006,10.060,0.83,-0.56
2432,16,1.919,19.189,-0.28,0.02
2433,48,1.584,15.837,0.60,-0.25
2434,10,0.487,4.875,0.24,1.21
2435,92,-0.643,-6.426,1.57,0.42
2436,12,1.746,17.460,-0.43,-0.27
2437,85,1.343,13.434,0.09,-0.81
2438,4,1.873,18.732,0.35,-0.06
2439,37,0.722,7.217,-1.08,-0.34
2440,82,1.585,15.850,0.11,0.64
2441,32,1.884,18.840,0.26,-0.22
2442,18,-0.088,-0.876,0.05,1.44
2443,27,1.325,13.246,0.81,-0.13
2444,96,1.600,16.003,-0.03,0.63
2445,14,1.673,16.729,0.34,0.46
2446,31,1.563,15.628,0.45,-0.49
2447,96,1.330,13.299,0.44,-0.69
2448,57,1.826,18.263,-0.35,0.22
2449,35,1.484,14.841,0.41,-0.59
2450,21,0.654,6.537,0.90,0.73
2451,82,0.770,7.696,-0.14,-1.10
2452,94,1.879,18.788,-0.09,0.34
2453,24,-1.004,-10.041,-1.24,1.21
2454,10,1.954,19.543,0.12,0.18
2455,62,0.722,7.225,1.04,-0.43
2456,15,0.899,8.988,-0.59,-0.87
2457,67,1.076,10.764,-0.86,-0.43
2458,46,1.712,17.125,0.11,0.52
2459,6,0.569,5.686,-1.19,-0.10
2460,87,1.838,18.376,0.18,-0.36
2461,54,1.980,19.795,-0.04,0.14
2462,9,1.681,16.807,-0.54,-0.18
2463,40,1.989,19.891,-0.04,0.10
2464,77,0.907,9.067,0.85,0.61
2465,89,0.849,8.488,-0.99,0.40
2466,86,1.799,17.994,-0.43,-0.13
2467,42,1.352,13.517,-0.72,0.35
2468,86,1.486,14.865,0.60,-0.40
2469,38,1.847,18.472,-0.37,-0.14
2470,52,1.379,13.791,-0.04,-0.79
2471,50,1.494,14.940,0.35,-0.62
2472,28,1.888,18.880,-0.31,0.13
2473,19,1.482,14.820,0.52,0.50
2474,52,1.635,16.353,0.51,0.32
2475,20,1.827,18.266,-0.34,0.23
2476,41,1.223,12.227,0.73,0.50
2477,5,-0.736,-7.364,-1.59,0.45
2478,58,1.897,18.974,-0.10,0.30
2479,13,1.541,15.413,0.64,-0.21
2480,18,1.901,19.007,0.32,-0.01
2481,38,1.314,13.140,0.68,0.48
2482,90,1.509,15.093,0.70,0.00
2483,87,0.765,7.650,1.05,0.36
2484,25,0.547,5.467,0.84,-0.86
2485,60,1.807,18.068,0.42,0.12
2486,2,1.789,17.891,0.35,0.30
2487,45,1.460,14.596,0.62,0.40
2488,92,1.661,16.606,0.58,-0.07
2489,33,1.906,19.065,-0.14,-0.27
2490,15,1.529,15.286,0.57,-0.39
2491,39,1.938,19.377,-0.11,0.23
2492,1,0.471,4.709,-0.24,1.21
2493,29,1.841,18.411,-0.29,0.27
2494,17,1.702,17.023,-0.11,0.53
2495,31,0.798,7.980,-0.24,1.07
2496,57,1.970,19.704,-0.02,0.17
2497,99,1.980,19.801,-0.01,-0.14
2498,4,1.810,18.100,-0.01,-0.44
2499,97,1.861,18.615,0.27,-0.25
2500,45,0.935,9.346,-0.28,0.99
2501,97,1.943,19.428,0.09,-0.22
2502,36,1.749,17.487,0.45,0.21
2503,99,1.090,10.895,-0.42,-0.86
2504,28,1.445,14.454,0.66,-0.34
2505,59,1.622,16.222,0.19,-0.58
2506,93,1.961,19.607,0.11,-0.17
2507,25,1.679,16.786,0.52,-0.21
2508,27,1.956,19.562,-0.17,0.12
2509,42,1.123,11.231,-0.74,-0.57
2510,63,1.953,19.530,-0.14,-0.17
2511,34,0.624,6.243,0.85,-0.81
2512,17,0.210,2.101,0.52,-1.23
2513,27,0.670,6.703,-0.16,1.14
2514,45,1.169,11.690,-0.52,0.75
2515,54,1.856,18.558,-0.29,0.25
2516,66,1.808,18.079,-0.18,0.40
2517,65,-0.012,-0.123,-0.58,1.30
2518,15,-0.178,-1.776,0.36,1.43
2519,63,1.969,19.686,0.14,-0.10
2520,36,0.649,6.485,1.14,-0.23
2521,6,1.204,12.036,0.19,-0.87
2522,96,1.941,19.411,-0.20,-0.13
2523,95,0.796,7.963,-0.86,0.67
2524,94,1.996,19.959,0.03,-0.05
2525,2,1.083,10.834,-0.38,0.88
2526,52,1.872,18.719,0.34,0.12
2527,27,1.923,19.232,0.23,-0.15
2528,20,0.324,3.238,-0.96,-0.87
2529,57,1.217,12.175,-0.88,-0.11
2530,12,1.106,11.060,0.24,-0.91
2531,27,1.790,17.903,-0.46,-0.00
2532,10,1.150,11.501,0.72,0.58
2533,40,0.692,6.918,0.19,1.13
2534,4,1.457,14.568,-0.02,-0.74
2535,89,1.897,18.971,-0.25,-0.20
2536,57,1.774,17.741,-0.01,-0.48
2537,81,0.914,9.139,0.02,-1.04
2538,50,1.156,11.557,-0.79,-0.46
2539,15,0.838,8.380,-1.08,-0.01
2540,25,0.704,7.040,1.07,0.40
2541,13,1.881,18.807,0.34,0.08
2542,94,1.271,12.707,-0.56,-0.64
2543,3,1.482,14.821,-0.66,-0.29
2544,46,1.775,17.749,0.20,0.43
2545,93,1.137,11.365,-0.92,-0.15
2546,29,1.333,13.328,0.30,-0.76
2547,28,1.300,13.004,0.25,0.80
2548,34,1.999,19.988,-0.03,-0.02
2549,23,1.357,13.573,0.63,-0.50
2550,18,1.285,12.852,-0.03,0.84
2551,64,0.977,9.774,-0.98,0.23
2552,83,1.956,19.558,-0.21,-0.01
2553,99,1.646,16.456,0.31,-0.51
